Rank,Club,Country,Level,Elo,From,To,date,updated_at
41.0,Lyon,FRA,1,1745.71765137,2024-12-08,2024-12-12,2024-12-09,2024-12-09 10:19:45
42.0,Crystal Palace,ENG,1,1743.38305664,2024-12-08,2024-12-15,2024-12-09,2024-12-09 10:19:45
43.0,Sociedad,ESP,1,1742.13647461,2024-12-09,2024-12-12,2024-12-09,2024-12-09 10:19:45
44.0,Villarreal,ESP,1,1733.53063965,2024-12-09,2024-12-15,2024-12-09,2024-12-09 10:19:45
46.0,West Ham,ENG,1,1725.29052734,2024-12-04,2024-12-09,2024-12-09,2024-12-09 10:19:45
47.0,Forest,ENG,1,1720.38183594,2024-12-08,2024-12-14,2024-12-09,2024-12-09 10:19:45
48.0,Lens,FRA,1,1716.97375488,2024-12-09,2024-12-14,2024-12-09,2024-12-09 10:19:45
51.0,Girona,ESP,1,1714.13415527,2024-12-09,2024-12-10,2024-12-09,2024-12-09 10:19:45
54.0,Everton,ENG,1,1702.08337402,2024-12-05,2024-12-14,2024-12-09,2024-12-09 10:19:45
56.0,Brest,FRA,1,1690.73840332,2024-12-09,2024-12-10,2024-12-09,2024-12-09 10:19:45
61.0,Nice,FRA,1,1675.1418457,2024-12-08,2024-12-12,2024-12-09,2024-12-09 10:19:45
65.0,Wolves,ENG,1,1666.69360352,2024-12-09,2024-12-09,2024-12-09,2024-12-09 10:19:45
66.0,Betis,ESP,1,1661.38989258,2024-12-09,2024-12-12,2024-12-09,2024-12-09 10:19:45
68.0,Osasuna,ESP,1,1657.79650879,2024-12-09,2024-12-14,2024-12-09,2024-12-09 10:19:45
71.0,Toulouse,FRA,1,1654.84191895,2024-12-08,2024-12-13,2024-12-09,2024-12-09 10:19:45
73.0,Leicester,ENG,1,1653.04650879,2024-12-09,2024-12-14,2024-12-09,2024-12-09 10:19:45
74.0,Rennes,FRA,1,1652.53320312,2024-12-09,2024-12-15,2024-12-09,2024-12-09 10:19:45
76.0,Reims,FRA,1,1644.68566895,2024-12-09,2024-12-14,2024-12-09,2024-12-09 10:19:45
77.0,Sevilla,ESP,1,1644.19445801,2024-12-09,2024-12-14,2024-12-09,2024-12-09 10:19:45
80.0,Burnley,ENG,2,1642.71911621,2024-12-09,2024-12-10,2024-12-09,2024-12-09 10:19:45
83.0,Leeds,ENG,2,1640.2043457,2024-12-08,2024-12-10,2024-12-09,2024-12-09 10:19:45
84.0,Celta,ESP,1,1639.02600098,2024-12-08,2024-12-14,2024-12-09,2024-12-09 10:19:45
85.0,Mallorca,ESP,1,1635.96679688,2024-12-07,2024-12-14,2024-12-09,2024-12-09 10:19:45
94.0,Valencia,ESP,1,1612.1015625,2024-12-09,2024-12-13,2024-12-09,2024-12-09 10:19:45
96.0,Rayo Vallecano,ESP,1,1607.01733398,2024-12-09,2024-12-14,2024-12-09,2024-12-09 10:19:45
100.0,Getafe,ESP,1,1604.484375,2024-12-09,2024-12-09,2024-12-09,2024-12-09 10:19:45
,Strasbourg,FRA,1,1604.24072266,2024-12-09,2024-12-15,2024-12-09,2024-12-09 10:19:45
,Auxerre,FRA,1,1603.75341797,2024-12-07,2024-12-14,2024-12-09,2024-12-09 10:19:45
,Alaves,ESP,1,1603.3338623,2024-12-09,2024-12-15,2024-12-09,2024-12-09 10:19:45
,Las Palmas,ESP,1,1593.39746094,2024-12-08,2024-12-15,2024-12-09,2024-12-09 10:19:45
,Ipswich,ENG,1,1581.51135254,2024-12-09,2024-12-14,2024-12-09,2024-12-09 10:19:45
,Montpellier,FRA,1,1579.89916992,2024-12-09,2024-12-15,2024-12-09,2024-12-09 10:19:45
,Southampton,ENG,1,1577.30053711,2024-12-08,2024-12-15,2024-12-09,2024-12-09 10:19:45
,Espanyol,ESP,1,1576.63806152,2024-12-01,2024-12-09,2024-12-09,2024-12-09 10:19:45
,Lorient,FRA,2,1570.69628906,2024-12-07,2024-12-22,2024-12-09,2024-12-09 10:19:45
,Leganes,ESP,1,1557.24755859,2024-12-09,2024-12-15,2024-12-09,2024-12-09 10:19:45
,Nantes,FRA,1,1549.89086914,2024-12-09,2024-12-15,2024-12-09,2024-12-09 10:19:45
,Levante,ESP,2,1545.84313965,2024-12-07,2024-12-14,2024-12-09,2024-12-09 10:19:45
,Metz,FRA,2,1535.2064209,2024-11-29,2024-12-09,2024-12-09,2024-12-09 10:19:45
,Valladolid,ESP,1,1534.46289062,2024-12-08,2024-12-13,2024-12-09,2024-12-09 10:19:45
,Oviedo,ESP,2,1529.66943359,2024-12-09,2024-12-14,2024-12-09,2024-12-09 10:19:45
,Sunderland,ENG,2,1525.11218262,2024-12-08,2024-12-10,2024-12-09,2024-12-09 10:19:45
,Le Havre,FRA,1,1524.48059082,2024-12-08,2024-12-15,2024-12-09,2024-12-09 10:19:45
,Paris FC,FRA,2,1521.46704102,2024-12-08,2024-12-22,2024-12-09,2024-12-09 10:19:45
,Elche,ESP,2,1516.1427002,2024-12-08,2024-12-14,2024-12-09,2024-12-09 10:19:45
,Saint-Etienne,FRA,1,1504.50134277,2024-12-09,2024-12-13,2024-12-09,2024-12-09 10:19:45
,Angers,FRA,1,1502.32397461,2024-12-08,2024-12-15,2024-12-09,2024-12-09 10:19:45
1.0,Liverpool,ENG,1,1992.67333984,2024-12-05,2024-12-10,2024-12-10,2024-12-10 10:19:25
3.0,Man City,ENG,1,1977.91821289,2024-12-09,2024-12-11,2024-12-10,2024-12-10 10:19:25
4.0,Arsenal,ENG,1,1976.97753906,2024-12-09,2024-12-11,2024-12-10,2024-12-10 10:19:25
5.0,Real Madrid,ESP,1,1934.74169922,2024-12-08,2024-12-10,2024-12-10,2024-12-10 10:19:25
8.0,Barcelona,ESP,1,1901.83374023,2024-12-08,2024-12-11,2024-12-10,2024-12-10 10:19:25
10.0,Chelsea,ENG,1,1892.92736816,2024-12-09,2024-12-12,2024-12-10,2024-12-10 10:19:25
11.0,Paris SG,FRA,1,1877.82250977,2024-12-07,2024-12-10,2024-12-10,2024-12-10 10:19:25
13.0,Atletico,ESP,1,1842.32824707,2024-12-09,2024-12-11,2024-12-10,2024-12-10 10:19:25
20.0,Tottenham,ENG,1,1813.56994629,2024-12-09,2024-12-12,2024-12-10,2024-12-10 10:19:25
21.0,Lille,FRA,1,1809.80761719,2024-12-08,2024-12-11,2024-12-10,2024-12-10 10:19:25
24.0,Newcastle,ENG,1,1801.19189453,2024-12-09,2024-12-14,2024-12-10,2024-12-10 10:19:25
25.0,Aston Villa,ENG,1,1800.27893066,2024-12-08,2024-12-10,2024-12-10,2024-12-10 10:19:25
26.0,Bilbao,ESP,1,1786.81469727,2024-12-09,2024-12-11,2024-12-10,2024-12-10 10:19:25
27.0,Monaco,FRA,1,1782.81030273,2024-12-09,2024-12-11,2024-12-10,2024-12-10 10:19:25
29.0,Man United,ENG,1,1777.3548584,2024-12-08,2024-12-12,2024-12-10,2024-12-10 10:19:25
31.0,Brighton,ENG,1,1763.16101074,2024-12-09,2024-12-15,2024-12-10,2024-12-10 10:19:25
32.0,Marseille,FRA,1,1760.73913574,2024-12-09,2024-12-14,2024-12-10,2024-12-10 10:19:25
34.0,Fulham,ENG,1,1757.65942383,2024-12-09,2024-12-14,2024-12-10,2024-12-10 10:19:25
35.0,Bournemouth,ENG,1,1755.39868164,2024-12-09,2024-12-16,2024-12-10,2024-12-10 10:19:25
40.0,Brentford,ENG,1,1747.02770996,2024-12-08,2024-12-15,2024-12-10,2024-12-10 10:19:25
41.0,Lyon,FRA,1,1745.71765137,2024-12-08,2024-12-12,2024-12-10,2024-12-10 10:19:25
42.0,Crystal Palace,ENG,1,1743.38305664,2024-12-08,2024-12-15,2024-12-10,2024-12-10 10:19:25
43.0,Sociedad,ESP,1,1742.13647461,2024-12-09,2024-12-12,2024-12-10,2024-12-10 10:19:25
44.0,Villarreal,ESP,1,1733.53063965,2024-12-09,2024-12-15,2024-12-10,2024-12-10 10:19:25
46.0,West Ham,ENG,1,1730.25268555,2024-12-10,2024-12-16,2024-12-10,2024-12-10 10:19:25
47.0,Forest,ENG,1,1720.38183594,2024-12-08,2024-12-14,2024-12-10,2024-12-10 10:19:25
48.0,Lens,FRA,1,1716.97375488,2024-12-09,2024-12-14,2024-12-10,2024-12-10 10:19:25
51.0,Girona,ESP,1,1714.13415527,2024-12-09,2024-12-10,2024-12-10,2024-12-10 10:19:25
54.0,Everton,ENG,1,1702.08337402,2024-12-05,2024-12-14,2024-12-10,2024-12-10 10:19:25
56.0,Brest,FRA,1,1690.73840332,2024-12-09,2024-12-10,2024-12-10,2024-12-10 10:19:25
61.0,Nice,FRA,1,1675.1418457,2024-12-08,2024-12-12,2024-12-10,2024-12-10 10:19:25
66.0,Wolves,ENG,1,1661.73144531,2024-12-10,2024-12-14,2024-12-10,2024-12-10 10:19:25
67.0,Betis,ESP,1,1661.38989258,2024-12-10,2024-12-12,2024-12-10,2024-12-10 10:19:25
69.0,Osasuna,ESP,1,1657.79650879,2024-12-10,2024-12-14,2024-12-10,2024-12-10 10:19:25
70.0,Toulouse,FRA,1,1654.84191895,2024-12-10,2024-12-13,2024-12-10,2024-12-10 10:19:25
72.0,Leicester,ENG,1,1653.04650879,2024-12-10,2024-12-14,2024-12-10,2024-12-10 10:19:25
73.0,Rennes,FRA,1,1652.53320312,2024-12-10,2024-12-15,2024-12-10,2024-12-10 10:19:25
76.0,Reims,FRA,1,1644.68566895,2024-12-09,2024-12-14,2024-12-10,2024-12-10 10:19:25
77.0,Sevilla,ESP,1,1644.19445801,2024-12-09,2024-12-14,2024-12-10,2024-12-10 10:19:25
80.0,Burnley,ENG,2,1642.71911621,2024-12-09,2024-12-10,2024-12-10,2024-12-10 10:19:25
83.0,Leeds,ENG,2,1640.2043457,2024-12-08,2024-12-10,2024-12-10,2024-12-10 10:19:25
84.0,Celta,ESP,1,1639.02600098,2024-12-08,2024-12-14,2024-12-10,2024-12-10 10:19:25
85.0,Mallorca,ESP,1,1635.96679688,2024-12-07,2024-12-14,2024-12-10,2024-12-10 10:19:25
94.0,Valencia,ESP,1,1612.1015625,2024-12-09,2024-12-13,2024-12-10,2024-12-10 10:19:25
95.0,Getafe,ESP,1,1610.19396973,2024-12-10,2024-12-15,2024-12-10,2024-12-10 10:19:25
97.0,Rayo Vallecano,ESP,1,1607.01733398,2024-12-10,2024-12-14,2024-12-10,2024-12-10 10:19:25
,Strasbourg,FRA,1,1604.24072266,2024-12-09,2024-12-15,2024-12-10,2024-12-10 10:19:25
,Auxerre,FRA,1,1603.75341797,2024-12-07,2024-12-14,2024-12-10,2024-12-10 10:19:25
,Alaves,ESP,1,1603.3338623,2024-12-09,2024-12-15,2024-12-10,2024-12-10 10:19:25
,Las Palmas,ESP,1,1593.39746094,2024-12-08,2024-12-15,2024-12-10,2024-12-10 10:19:25
,Ipswich,ENG,1,1581.51135254,2024-12-09,2024-12-14,2024-12-10,2024-12-10 10:19:25
,Montpellier,FRA,1,1579.89916992,2024-12-09,2024-12-15,2024-12-10,2024-12-10 10:19:25
,Southampton,ENG,1,1577.30053711,2024-12-08,2024-12-15,2024-12-10,2024-12-10 10:19:25
,Espanyol,ESP,1,1570.9284668,2024-12-10,2024-12-14,2024-12-10,2024-12-10 10:19:25
,Lorient,FRA,2,1570.69628906,2024-12-07,2024-12-23,2024-12-10,2024-12-10 10:19:25
,Leganes,ESP,1,1557.24755859,2024-12-09,2024-12-15,2024-12-10,2024-12-10 10:19:25
,Nantes,FRA,1,1549.89086914,2024-12-09,2024-12-15,2024-12-10,2024-12-10 10:19:25
,Levante,ESP,2,1545.84313965,2024-12-07,2024-12-14,2024-12-10,2024-12-10 10:19:25
,Metz,FRA,2,1540.94702148,2024-12-10,2024-12-23,2024-12-10,2024-12-10 10:19:25
,Valladolid,ESP,1,1534.46289062,2024-12-08,2024-12-13,2024-12-10,2024-12-10 10:19:25
,Oviedo,ESP,2,1529.66943359,2024-12-09,2024-12-14,2024-12-10,2024-12-10 10:19:25
,Sunderland,ENG,2,1525.11218262,2024-12-08,2024-12-10,2024-12-10,2024-12-10 10:19:25
,Le Havre,FRA,1,1524.48059082,2024-12-08,2024-12-15,2024-12-10,2024-12-10 10:19:25
,Paris FC,FRA,2,1521.46704102,2024-12-08,2024-12-23,2024-12-10,2024-12-10 10:19:25
,Elche,ESP,2,1516.1427002,2024-12-08,2024-12-14,2024-12-10,2024-12-10 10:19:25
,Saint-Etienne,FRA,1,1504.50134277,2024-12-09,2024-12-13,2024-12-10,2024-12-10 10:19:25
,Angers,FRA,1,1502.32397461,2024-12-08,2024-12-15,2024-12-10,2024-12-10 10:19:25
1.0,Liverpool,ENG,1,2000.01269531,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
2.0,Man City,ENG,1,1981.85583496,2024-12-11,2024-12-11,2024-12-11,2024-12-11 10:18:53
3.0,Arsenal,ENG,1,1980.91516113,2024-12-11,2024-12-11,2024-12-11,2024-12-11 10:18:53
5.0,Real Madrid,ESP,1,1946.35290527,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
9.0,Barcelona,ESP,1,1903.81298828,2024-12-11,2024-12-11,2024-12-11,2024-12-11 10:18:53
10.0,Chelsea,ENG,1,1896.86486816,2024-12-11,2024-12-12,2024-12-11,2024-12-11 10:18:53
11.0,Paris SG,FRA,1,1887.77685547,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
12.0,Atletico,ESP,1,1844.30761719,2024-12-11,2024-12-11,2024-12-11,2024-12-11 10:18:53
19.0,Tottenham,ENG,1,1817.50756836,2024-12-11,2024-12-12,2024-12-11,2024-12-11 10:18:53
20.0,Lille,FRA,1,1814.84118652,2024-12-11,2024-12-11,2024-12-11,2024-12-11 10:18:53
21.0,Aston Villa,ENG,1,1813.56872559,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
23.0,Newcastle,ENG,1,1805.12939453,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
26.0,Bilbao,ESP,1,1788.79321289,2024-12-11,2024-12-11,2024-12-11,2024-12-11 10:18:53
27.0,Monaco,FRA,1,1787.84375,2024-12-11,2024-12-11,2024-12-11,2024-12-11 10:18:53
28.0,Man United,ENG,1,1781.2923584,2024-12-11,2024-12-12,2024-12-11,2024-12-11 10:18:53
30.0,Brighton,ENG,1,1767.09863281,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
31.0,Marseille,FRA,1,1765.77258301,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
33.0,Fulham,ENG,1,1761.59692383,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
34.0,Bournemouth,ENG,1,1759.33618164,2024-12-11,2024-12-16,2024-12-11,2024-12-11 10:18:53
37.0,Brentford,ENG,1,1750.96520996,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
39.0,Lyon,FRA,1,1750.75109863,2024-12-11,2024-12-12,2024-12-11,2024-12-11 10:18:53
41.0,Crystal Palace,ENG,1,1747.32055664,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
43.0,Sociedad,ESP,1,1744.11584473,2024-12-11,2024-12-12,2024-12-11,2024-12-11 10:18:53
44.0,Villarreal,ESP,1,1735.51086426,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
45.0,West Ham,ENG,1,1734.19006348,2024-12-11,2024-12-16,2024-12-11,2024-12-11 10:18:53
48.0,Forest,ENG,1,1724.31933594,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
49.0,Lens,FRA,1,1722.00720215,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
50.0,Girona,ESP,1,1712.71154785,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
54.0,Everton,ENG,1,1706.02087402,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
55.0,Brest,FRA,1,1705.14855957,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
60.0,Nice,FRA,1,1680.17529297,2024-12-11,2024-12-12,2024-12-11,2024-12-11 10:18:53
63.0,Wolves,ENG,1,1665.66918945,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
65.0,Betis,ESP,1,1663.36914062,2024-12-11,2024-12-12,2024-12-11,2024-12-11 10:18:53
69.0,Toulouse,FRA,1,1659.87536621,2024-12-11,2024-12-13,2024-12-11,2024-12-11 10:18:53
70.0,Osasuna,ESP,1,1659.77587891,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
72.0,Rennes,FRA,1,1657.56665039,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
73.0,Leicester,ENG,1,1656.98413086,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
74.0,Leeds,ENG,2,1650.41491699,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
75.0,Reims,FRA,1,1649.71911621,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
76.0,Sevilla,ESP,1,1646.17370605,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
80.0,Celta,ESP,1,1641.00537109,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
83.0,Burnley,ENG,2,1639.73657227,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
84.0,Mallorca,ESP,1,1637.94616699,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
94.0,Valencia,ESP,1,1614.08093262,2024-12-11,2024-12-13,2024-12-11,2024-12-11 10:18:53
95.0,Getafe,ESP,1,1612.17285156,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
96.0,Strasbourg,FRA,1,1609.27416992,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
97.0,Rayo Vallecano,ESP,1,1608.9967041,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
98.0,Auxerre,FRA,1,1608.78686523,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
,Alaves,ESP,1,1605.31323242,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
,Las Palmas,ESP,1,1595.37683105,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
,Ipswich,ENG,1,1585.44885254,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
,Montpellier,FRA,1,1584.93261719,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
,Southampton,ENG,1,1581.23803711,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
,Lorient,FRA,2,1575.72973633,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
,Espanyol,ESP,1,1572.9083252,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
,Leganes,ESP,1,1559.22680664,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
,Nantes,FRA,1,1554.92431641,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
,Levante,ESP,2,1547.8223877,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
,Metz,FRA,2,1545.98046875,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
,Valladolid,ESP,1,1536.44226074,2024-12-11,2024-12-13,2024-12-11,2024-12-11 10:18:53
,Oviedo,ESP,2,1531.64868164,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
,Le Havre,FRA,1,1529.51403809,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
,Paris FC,FRA,2,1526.50048828,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
,Sunderland,ENG,2,1526.31738281,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
,Elche,ESP,2,1518.12207031,2024-12-11,2024-12-14,2024-12-11,2024-12-11 10:18:53
,Saint-Etienne,FRA,1,1509.53479004,2024-12-11,2024-12-13,2024-12-11,2024-12-11 10:18:53
,Angers,FRA,1,1507.35742188,2024-12-11,2024-12-15,2024-12-11,2024-12-11 10:18:53
1.0,Liverpool,ENG,1,1997.09924316,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
2.0,Arsenal,ENG,1,1982.08776855,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
4.0,Man City,ENG,1,1965.37890625,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
5.0,Real Madrid,ESP,1,1952.54504395,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
7.0,Barcelona,ESP,1,1918.18054199,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
10.0,Chelsea,ENG,1,1893.95141602,2024-12-12,2024-12-12,2024-12-12,2024-12-12 10:19:01
11.0,Paris SG,FRA,1,1887.05908203,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
13.0,Atletico,ESP,1,1851.3548584,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
19.0,Lille,FRA,1,1816.15930176,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
21.0,Tottenham,ENG,1,1814.59399414,2024-12-12,2024-12-12,2024-12-12,2024-12-12 10:19:01
22.0,Aston Villa,ENG,1,1810.65527344,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
23.0,Bilbao,ESP,1,1805.58190918,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
25.0,Newcastle,ENG,1,1802.21594238,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
27.0,Monaco,FRA,1,1783.03991699,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
28.0,Man United,ENG,1,1778.37890625,2024-12-12,2024-12-12,2024-12-12,2024-12-12 10:19:01
30.0,Marseille,FRA,1,1765.05480957,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
31.0,Brighton,ENG,1,1764.18505859,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
34.0,Fulham,ENG,1,1758.68347168,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
37.0,Bournemouth,ENG,1,1756.42272949,2024-12-12,2024-12-16,2024-12-12,2024-12-12 10:19:01
40.0,Sociedad,ESP,1,1750.30786133,2024-12-12,2024-12-12,2024-12-12,2024-12-12 10:19:01
41.0,Lyon,FRA,1,1750.03344727,2024-12-12,2024-12-12,2024-12-12,2024-12-12 10:19:01
42.0,Brentford,ENG,1,1748.05175781,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
43.0,Crystal Palace,ENG,1,1744.40710449,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
44.0,Villarreal,ESP,1,1741.70288086,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
45.0,West Ham,ENG,1,1731.27648926,2024-12-12,2024-12-16,2024-12-12,2024-12-12 10:19:01
48.0,Forest,ENG,1,1721.40588379,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
49.0,Lens,FRA,1,1721.28955078,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
50.0,Girona,ESP,1,1718.90368652,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
54.0,Brest,FRA,1,1704.4309082,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
55.0,Everton,ENG,1,1703.10742188,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
60.0,Nice,FRA,1,1679.4576416,2024-12-12,2024-12-12,2024-12-12,2024-12-12 10:19:01
63.0,Betis,ESP,1,1669.5612793,2024-12-12,2024-12-12,2024-12-12,2024-12-12 10:19:01
67.0,Osasuna,ESP,1,1665.96789551,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
68.0,Wolves,ENG,1,1662.75561523,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
69.0,Toulouse,FRA,1,1659.15759277,2024-12-12,2024-12-13,2024-12-12,2024-12-12 10:19:01
72.0,Rennes,FRA,1,1656.84899902,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
73.0,Leicester,ENG,1,1654.07055664,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
74.0,Sevilla,ESP,1,1652.36584473,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
75.0,Reims,FRA,1,1649.00146484,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
76.0,Leeds,ENG,2,1647.50134277,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
77.0,Celta,ESP,1,1647.1973877,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
80.0,Mallorca,ESP,1,1644.13818359,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
84.0,Burnley,ENG,2,1636.82312012,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
91.0,Valencia,ESP,1,1620.27294922,2024-12-12,2024-12-13,2024-12-12,2024-12-12 10:19:01
93.0,Getafe,ESP,1,1618.36486816,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
96.0,Rayo Vallecano,ESP,1,1615.1887207,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
97.0,Alaves,ESP,1,1611.50524902,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
98.0,Strasbourg,FRA,1,1608.55651855,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
99.0,Auxerre,FRA,1,1608.06921387,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
,Las Palmas,ESP,1,1601.56884766,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
,Montpellier,FRA,1,1584.21484375,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
,Ipswich,ENG,1,1582.53540039,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
,Espanyol,ESP,1,1579.1003418,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
,Southampton,ENG,1,1578.32458496,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
,Lorient,FRA,2,1575.01208496,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
,Leganes,ESP,1,1565.41882324,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
,Nantes,FRA,1,1554.20654297,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
,Levante,ESP,2,1554.01452637,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
,Metz,FRA,2,1545.26269531,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
,Valladolid,ESP,1,1542.63427734,2024-12-12,2024-12-13,2024-12-12,2024-12-12 10:19:01
,Oviedo,ESP,2,1537.84069824,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
,Le Havre,FRA,1,1528.79626465,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
,Paris FC,FRA,2,1525.78283691,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
,Elche,ESP,2,1524.31408691,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
,Sunderland,ENG,2,1523.40393066,2024-12-12,2024-12-14,2024-12-12,2024-12-12 10:19:01
,Saint-Etienne,FRA,1,1508.81713867,2024-12-12,2024-12-13,2024-12-12,2024-12-12 10:19:01
,Angers,FRA,1,1506.63964844,2024-12-12,2024-12-15,2024-12-12,2024-12-12 10:19:01
1.0,Liverpool,ENG,1,1998.37512207,2024-12-13,2024-12-14,2024-12-13,2024-12-13 10:18:54
2.0,Arsenal,ENG,1,1983.36364746,2024-12-13,2024-12-14,2024-12-13,2024-12-13 10:18:54
4.0,Man City,ENG,1,1966.65490723,2024-12-13,2024-12-15,2024-12-13,2024-12-13 10:18:54
